0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34,5,5,5,35,5,5,5,5,35,5,5,46,32,64,64,32,47,5,5,36,5,5,5,5,36,5,5,5,37,0
0,5,38,6,6,11,6,6,12,6,11,6,6,12,58,23,23,59,13,6,6,14,6,13,6,6,14,6,6,39,5,0
0,5,9,38,6,6,12,6,11,6,6,12,6,11,60,1,2,61,14,6,13,6,6,14,6,13,6,6,39,10,5,0
0,5,9,9,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,10,10,5,0
0,5,24,25,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,26,27,5,0
0,48,25,9,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,10,26,49,0
0,5,9,24,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,27,10,5,0
0,50,24,25,3,4,15,16,8,8,3,4,15,16,8,8,3,4,15,16,8,8,3,4,15,16,8,8,26,27,51,0
0,78,79,80,2,1,17,18,8,8,2,1,17,18,8,8,2,1,17,18,8,8,2,1,17,18,8,8,81,82,5,0
23,65,83,4,3,4,15,16,8,8,3,4,15,16,8,8,3,4,15,16,8,8,3,4,15,16,8,8,3,23,66,23
23,65,84,1,2,1,17,18,8,8,2,1,17,18,8,8,2,1,17,18,8,8,2,1,17,18,8,8,2,23,66,23
0,85,86,87,3,4,15,16,8,8,3,4,15,16,8,8,3,4,15,16,8,8,3,4,15,16,8,8,88,89,5,0
0,52,28,29,2,1,17,18,8,8,2,1,17,18,8,8,2,1,17,18,8,8,2,1,17,18,8,8,30,31,53,0
0,5,9,28,3,4,15,16,8,8,3,4,15,16,8,8,3,4,15,16,8,8,3,4,15,16,8,8,31,10,5,0
0,54,29,9,2,1,17,18,8,8,2,1,17,18,8,8,2,1,17,18,8,8,2,1,17,18,8,8,10,30,55,0
0,5,28,29,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,30,31,5,0
0,5,9,9,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,10,10,5,0
0,5,9,40,7,7,19,7,20,7,7,19,7,20,90,4,3,91,21,7,22,7,7,21,7,22,7,7,41,10,5,0
0,5,40,7,7,20,7,7,19,7,20,7,7,19,62,23,23,63,22,7,7,21,7,22,7,7,21,7,7,41,5,0
0,37,5,5,5,42,5,5,5,5,42,5,5,56,33,67,67,33,57,5,5,43,5,5,5,5,43,5,5,5,34,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34,5,5,5,35,5,5,5,5,35,5,5,46,32,64,64,32,47,5,5,36,5,5,5,5,36,5,5,5,37,0
0,5,38,6,6,11,6,6,12,6,11,6,6,12,58,23,23,59,13,6,6,14,6,13,6,6,14,6,6,39,5,0
0,5,9,38,6,6,12,6,11,6,6,12,6,11,60,1,2,61,14,6,13,6,6,14,6,13,6,6,39,10,5,0
0,5,9,9,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,10,10,5,0
0,5,24,25,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,26,27,5,0
0,48,25,9,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,10,26,49,0
0,5,9,24,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,27,10,5,0
0,50,24,25,3,4,15,16,8,8,3,4,15,16,8,8,3,4,15,16,8,8,3,4,15,16,8,8,26,27,51,0
0,78,79,80,2,1,17,18,8,8,2,1,17,18,8,8,2,1,17,18,8,8,2,1,17,18,8,8,81,82,5,0
