0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34,5,5,5,35,5,5,5,5,35,5,5,46,5,5,5,5,47,5,5,36,5,5,5,5,36,5,5,5,37,0
0,5,38,6,6,11,6,6,12,6,11,6,6,12,6,6,6,6,13,6,6,14,6,13,6,6,14,6,6,39,5,0
0,5,9,38,6,6,12,6,11,6,6,12,6,11,6,6,6,6,14,6,13,6,6,14,6,13,6,6,39,10,5,0
0,5,9,9,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,10,10,5,0
0,5,24,25,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,26,27,5,0
0,48,25,9,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,10,26,49,0
0,5,9,24,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,27,10,5,0
0,50,24,25,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,26,27,51,0
0,5,9,9,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,10,10,5,0
0,5,9,9,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,10,10,5,0
0,5,9,9,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,10,10,5,0
0,5,9,9,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,10,10,5,0
0,52,28,29,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,30,31,53,0
0,5,9,28,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,31,10,5,0
0,54,29,9,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,10,30,55,0
0,5,28,29,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,30,31,5,0
0,5,9,9,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,10,10,5,0
0,5,9,40,7,7,19,7,20,7,7,19,7,20,7,7,7,7,21,7,22,7,7,21,7,22,7,7,41,10,5,0
0,5,40,7,7,20,7,7,19,7,20,7,7,19,7,7,7,7,22,7,7,21,7,22,7,7,21,7,7,41,5,0
0,37,5,5,5,42,5,5,5,5,42,5,5,56,5,5,5,5,57,5,5,43,5,5,5,5,43,5,5,5,34,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
